commit_hash,refactor_code,repo,notebook,url_before,url_after
b569ebffbb0532c2c3bfb95a270fa8f07108a727,efun,jpbarto/ml_lifecycle_lab,03\ Hyperparameter\ tuning.ipynb,https://raw.githubusercontent.com/jpbarto/ml_lifecycle_lab/b569ebffbb0532c2c3bfb95a270fa8f07108a727~1/03\ Hyperparameter\ tuning.ipynb,https://raw.githubusercontent.com/jpbarto/ml_lifecycle_lab/b569ebffbb0532c2c3bfb95a270fa8f07108a727/03\ Hyperparameter\ tuning.ipynb
eb9a266f0e5a4bb8cfb9007af17e69c2ecbfdb45,rs,s8rhdobi/fuzzingbook,notebooks/MutationFuzzer.ipynb,https://raw.githubusercontent.com/s8rhdobi/fuzzingbook/eb9a266f0e5a4bb8cfb9007af17e69c2ecbfdb45~1/notebooks/MutationFuzzer.ipynb,https://raw.githubusercontent.com/s8rhdobi/fuzzingbook/eb9a266f0e5a4bb8cfb9007af17e69c2ecbfdb45/notebooks/MutationFuzzer.ipynb
1e45a84e56c9816a96752cc78228edf72bf49785,rs,learn-co-students/derivative-rules-nyc-ds-060319,index.ipynb,https://raw.githubusercontent.com/learn-co-students/derivative-rules-nyc-ds-060319/1e45a84e56c9816a96752cc78228edf72bf49785~1/index.ipynb,https://raw.githubusercontent.com/learn-co-students/derivative-rules-nyc-ds-060319/1e45a84e56c9816a96752cc78228edf72bf49785/index.ipynb
1e45a84e56c9816a96752cc78228edf72bf49785,efun,learn-co-students/derivative-rules-nyc-ds-060319,index.ipynb,https://raw.githubusercontent.com/learn-co-students/derivative-rules-nyc-ds-060319/1e45a84e56c9816a96752cc78228edf72bf49785~1/index.ipynb,https://raw.githubusercontent.com/learn-co-students/derivative-rules-nyc-ds-060319/1e45a84e56c9816a96752cc78228edf72bf49785/index.ipynb
16800c18d3ebf4957eeb6926b331ac54ae8ff6d4,t2c,milanchestojanovic/TestRepo,pileUpFilter/notebook/pileUpFilterMustRead.ipynb,https://raw.githubusercontent.com/milanchestojanovic/TestRepo/16800c18d3ebf4957eeb6926b331ac54ae8ff6d4~1/pileUpFilter/notebook/pileUpFilterMustRead.ipynb,https://raw.githubusercontent.com/milanchestojanovic/TestRepo/16800c18d3ebf4957eeb6926b331ac54ae8ff6d4/pileUpFilter/notebook/pileUpFilterMustRead.ipynb
16800c18d3ebf4957eeb6926b331ac54ae8ff6d4,t2c,milanchestojanovic/TestRepo,pileUpFilter/notebook/pileUpFilterMustRead.ipynb,https://raw.githubusercontent.com/milanchestojanovic/TestRepo/16800c18d3ebf4957eeb6926b331ac54ae8ff6d4~1/pileUpFilter/notebook/pileUpFilterMustRead.ipynb,https://raw.githubusercontent.com/milanchestojanovic/TestRepo/16800c18d3ebf4957eeb6926b331ac54ae8ff6d4/pileUpFilter/notebook/pileUpFilterMustRead.ipynb
084ab0ed59b22c1517739ad1c8fb69ec02c0d826,ek,annafeit/optimizing-the-french-keyboard,Define\ scenario\ and\ optimize.ipynb,https://raw.githubusercontent.com/annafeit/optimizing-the-french-keyboard/084ab0ed59b22c1517739ad1c8fb69ec02c0d826~1/Define\ scenario\ and\ optimize.ipynb,https://raw.githubusercontent.com/annafeit/optimizing-the-french-keyboard/084ab0ed59b22c1517739ad1c8fb69ec02c0d826/Define\ scenario\ and\ optimize.ipynb
84bb4c492e1a372f43cc1b548aeeacb1a1b66afd,t2c,WilliamJCole/IS352_Week_7,IS362\ Week\ 7\ Assignment.ipynb,https://raw.githubusercontent.com/WilliamJCole/IS352_Week_7/84bb4c492e1a372f43cc1b548aeeacb1a1b66afd~1/IS362\ Week\ 7\ Assignment.ipynb,https://raw.githubusercontent.com/WilliamJCole/IS352_Week_7/84bb4c492e1a372f43cc1b548aeeacb1a1b66afd/IS362\ Week\ 7\ Assignment.ipynb
a29b3b080ea0b29826f9708303dd45939b741bf2,rs,WilliamJCole/IS352_Week_7,IS362\ Week\ 7\ Assignment.ipynb,https://raw.githubusercontent.com/WilliamJCole/IS352_Week_7/a29b3b080ea0b29826f9708303dd45939b741bf2~1/IS362\ Week\ 7\ Assignment.ipynb,https://raw.githubusercontent.com/WilliamJCole/IS352_Week_7/a29b3b080ea0b29826f9708303dd45939b741bf2/IS362\ Week\ 7\ Assignment.ipynb
c83434e25d3697f04daf880c92c19ede06c1bcad,rs,meidata/sentiment_analysis,scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/c83434e25d3697f04daf880c92c19ede06c1bcad~1/scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/c83434e25d3697f04daf880c92c19ede06c1bcad/scrap-user-review.ipynb
1f20f90361f2ecf0dfb16dfca61a8ca5f7025663,t2c,meidata/sentiment_analysis,scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/1f20f90361f2ecf0dfb16dfca61a8ca5f7025663~1/scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/1f20f90361f2ecf0dfb16dfca61a8ca5f7025663/scrap-user-review.ipynb
4f020479e044d489f44a3d66fdbbffe3df59d54d,efun,meidata/sentiment_analysis,scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/4f020479e044d489f44a3d66fdbbffe3df59d54d~1/scrap-user-review.ipynb,https://raw.githubusercontent.com/meidata/sentiment_analysis/4f020479e044d489f44a3d66fdbbffe3df59d54d/scrap-user-review.ipynb
15c3be4f812589155411bf2c4c1104e5dbdfb9b0,t2c,christopherhadley/kaggle-housing,kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/15c3be4f812589155411bf2c4c1104e5dbdfb9b0~1/kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/15c3be4f812589155411bf2c4c1104e5dbdfb9b0/kaggle-housing.ipynb
15c3be4f812589155411bf2c4c1104e5dbdfb9b0,t2c,christopherhadley/kaggle-housing,kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/15c3be4f812589155411bf2c4c1104e5dbdfb9b0~1/kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/15c3be4f812589155411bf2c4c1104e5dbdfb9b0/kaggle-housing.ipynb
b13a6fd293228f284479a0e4e3b3b2da8d5f65fc,efun,christopherhadley/kaggle-housing,kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/b13a6fd293228f284479a0e4e3b3b2da8d5f65fc~1/kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/b13a6fd293228f284479a0e4e3b3b2da8d5f65fc/kaggle-housing.ipynb
b13a6fd293228f284479a0e4e3b3b2da8d5f65fc,efun,christopherhadley/kaggle-housing,kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/b13a6fd293228f284479a0e4e3b3b2da8d5f65fc~1/kaggle-housing.ipynb,https://raw.githubusercontent.com/christopherhadley/kaggle-housing/b13a6fd293228f284479a0e4e3b3b2da8d5f65fc/kaggle-housing.ipynb
7692bdac3491c4d8f70f16351e291f17fb2bac32,rs,maruf90/Google-s-TensorFlow,tensorflow/examples/udacity/1_notmnist.ipynb,https://raw.githubusercontent.com/maruf90/Google-s-TensorFlow/7692bdac3491c4d8f70f16351e291f17fb2bac32~1/tensorflow/examples/udacity/1_notmnist.ipynb,https://raw.githubusercontent.com/maruf90/Google-s-TensorFlow/7692bdac3491c4d8f70f16351e291f17fb2bac32/tensorflow/examples/udacity/1_notmnist.ipynb
9cafb311be8d46753727e1414f92f1f46b850b30,efun,hananiel/gcptraining,blogs/babyweight/babyweight.ipynb,https://raw.githubusercontent.com/hananiel/gcptraining/9cafb311be8d46753727e1414f92f1f46b850b30~1/blogs/babyweight/babyweight.ipynb,https://raw.githubusercontent.com/hananiel/gcptraining/9cafb311be8d46753727e1414f92f1f46b850b30/blogs/babyweight/babyweight.ipynb
e21f91e4abe32aa8c26f653191759a548da3754c,rs,hananiel/gcptraining,blogs/babyweight/babyweight.ipynb,https://raw.githubusercontent.com/hananiel/gcptraining/e21f91e4abe32aa8c26f653191759a548da3754c~1/blogs/babyweight/babyweight.ipynb,https://raw.githubusercontent.com/hananiel/gcptraining/e21f91e4abe32aa8c26f653191759a548da3754c/blogs/babyweight/babyweight.ipynb
d3dfc710545a8b924cf334ee79c3716911f4ddd9,rs,jltobias/ArcGIS,labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/d3dfc710545a8b924cf334ee79c3716911f4ddd9~1/labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/d3dfc710545a8b924cf334ee79c3716911f4ddd9/labs/create_data.ipynb
d3dfc710545a8b924cf334ee79c3716911f4ddd9,efun,jltobias/ArcGIS,labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/d3dfc710545a8b924cf334ee79c3716911f4ddd9~1/labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/d3dfc710545a8b924cf334ee79c3716911f4ddd9/labs/create_data.ipynb
ff9914be0d98328825d4399f12ab29fa5aad19fe,rs,jltobias/ArcGIS,labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/ff9914be0d98328825d4399f12ab29fa5aad19fe~1/labs/create_data.ipynb,https://raw.githubusercontent.com/jltobias/ArcGIS/ff9914be0d98328825d4399f12ab29fa5aad19fe/labs/create_data.ipynb
5d417ac0668d87d75bbf14e797fe3403619c45e6,t1c,davenquinn/Attitude,docs/example-notebooks/Plotting-Interactive.ipynb,https://raw.githubusercontent.com/davenquinn/Attitude/5d417ac0668d87d75bbf14e797fe3403619c45e6~1/docs/example-notebooks/Plotting-Interactive.ipynb,https://raw.githubusercontent.com/davenquinn/Attitude/5d417ac0668d87d75bbf14e797fe3403619c45e6/docs/example-notebooks/Plotting-Interactive.ipynb
eb9700ad1a5c00586c9cd0e733d85d6d27cd9d43,efun,acesaif/ml_crash_course,self_practice/trading/part_1/project_1/portfolio_optimization.ipynb,https://raw.githubusercontent.com/acesaif/ml_crash_course/eb9700ad1a5c00586c9cd0e733d85d6d27cd9d43~1/self_practice/trading/part_1/project_1/portfolio_optimization.ipynb,https://raw.githubusercontent.com/acesaif/ml_crash_course/eb9700ad1a5c00586c9cd0e733d85d6d27cd9d43/self_practice/trading/part_1/project_1/portfolio_optimization.ipynb
4cad5aa73ed96474d268817e91943c9d9bad66b8,rs,bjodah/pyneqsys,examples/chem_equil_ammonia.ipynb,https://raw.githubusercontent.com/bjodah/pyneqsys/4cad5aa73ed96474d268817e91943c9d9bad66b8~1/examples/chem_equil_ammonia.ipynb,https://raw.githubusercontent.com/bjodah/pyneqsys/4cad5aa73ed96474d268817e91943c9d9bad66b8/examples/chem_equil_ammonia.ipynb
6d917d65e631797300b1fbcdbe2553eb7ab3e4fc,rs,manhcuogntin4/handwritting-ocr,GapClassifier-BiRNN.ipynb,https://raw.githubusercontent.com/manhcuogntin4/handwritting-ocr/6d917d65e631797300b1fbcdbe2553eb7ab3e4fc~1/GapClassifier-BiRNN.ipynb,https://raw.githubusercontent.com/manhcuogntin4/handwritting-ocr/6d917d65e631797300b1fbcdbe2553eb7ab3e4fc/GapClassifier-BiRNN.ipynb
ea4d9617c496939fe89e44280942aa791409e848,efun,manhcuogntin4/handwritting-ocr,GapClassifier-BiRNN.ipynb,https://raw.githubusercontent.com/manhcuogntin4/handwritting-ocr/ea4d9617c496939fe89e44280942aa791409e848~1/GapClassifier-BiRNN.ipynb,https://raw.githubusercontent.com/manhcuogntin4/handwritting-ocr/ea4d9617c496939fe89e44280942aa791409e848/GapClassifier-BiRNN.ipynb
491067e2c465dd736fcf26f34b9b251fac9aaa36,rs,dataforcast/OC_Datascientist,P7/P7_Keras.ipynb,https://raw.githubusercontent.com/dataforcast/OC_Datascientist/491067e2c465dd736fcf26f34b9b251fac9aaa36~1/P7/P7_Keras.ipynb,https://raw.githubusercontent.com/dataforcast/OC_Datascientist/491067e2c465dd736fcf26f34b9b251fac9aaa36/P7/P7_Keras.ipynb
1e81fa627363b3133d98aea8d22ced6d9ff8e0e2,efun,Merinorus/adaisawesome,Homework/03\ -\ Interactive\ Viz/HW3_Interactive_Viz.ipynb,https://raw.githubusercontent.com/Merinorus/adaisawesome/1e81fa627363b3133d98aea8d22ced6d9ff8e0e2~1/Homework/03\ -\ Interactive\ Viz/HW3_Interactive_Viz.ipynb,https://raw.githubusercontent.com/Merinorus/adaisawesome/1e81fa627363b3133d98aea8d22ced6d9ff8e0e2/Homework/03\ -\ Interactive\ Viz/HW3_Interactive_Viz.ipynb
ee17f00d6c658b0fd3a245e2be2126241cb5ab1a,t1c,h2oai/h2o-3,h2o-docs/src/product/tutorials/gbm/gbmTuning.ipynb,https://raw.githubusercontent.com/h2oai/h2o-3/ee17f00d6c658b0fd3a245e2be2126241cb5ab1a~1/h2o-docs/src/product/tutorials/gbm/gbmTuning.ipynb,https://raw.githubusercontent.com/h2oai/h2o-3/ee17f00d6c658b0fd3a245e2be2126241cb5ab1a/h2o-docs/src/product/tutorials/gbm/gbmTuning.ipynb
22cc054880998e3e831667f6a9d08076c998f1aa,efun,julienroy13/COMP767-assignments,Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/22cc054880998e3e831667f6a9d08076c998f1aa~1/Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/22cc054880998e3e831667f6a9d08076c998f1aa/Week2-MDP/dynamicProgramming.ipynb
02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a,efun,julienroy13/COMP767-assignments,Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a~1/Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a/Week2-MDP/dynamicProgramming.ipynb
02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a,rs,julienroy13/COMP767-assignments,Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a~1/Week2-MDP/dynamicProgramming.ipynb,https://raw.githubusercontent.com/julienroy13/COMP767-assignments/02b8c2065c972c8a6e378b9f01b7d6594ffa2e3a/Week2-MDP/dynamicProgramming.ipynb
4d0966014194e1470591d0501e62273ce509d08e,ek,IBM/powerai-transfer-learning,notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e~1/notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e/notebooks/Classifying-House-And-Pool-Images.ipynb
4d0966014194e1470591d0501e62273ce509d08e,efun,IBM/powerai-transfer-learning,notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e~1/notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e/notebooks/Classifying-House-And-Pool-Images.ipynb
4d0966014194e1470591d0501e62273ce509d08e,efun,IBM/powerai-transfer-learning,notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e~1/notebooks/Classifying-House-And-Pool-Images.ipynb,https://raw.githubusercontent.com/IBM/powerai-transfer-learning/4d0966014194e1470591d0501e62273ce509d08e/notebooks/Classifying-House-And-Pool-Images.ipynb
5ab6f7ed720f926de87e7be0e850fc3b6f02ca47,t2c,CFerraren/PyBank,2-EDA.ipynb,https://raw.githubusercontent.com/CFerraren/PyBank/5ab6f7ed720f926de87e7be0e850fc3b6f02ca47~1/2-EDA.ipynb,https://raw.githubusercontent.com/CFerraren/PyBank/5ab6f7ed720f926de87e7be0e850fc3b6f02ca47/2-EDA.ipynb
d8ea51c29c2f91658053f04d44ca6a040ce6cd7a,rs,yyu/jupyter_scratchbook,ipyleaflet.ipynb,https://raw.githubusercontent.com/yyu/jupyter_scratchbook/d8ea51c29c2f91658053f04d44ca6a040ce6cd7a~1/ipyleaflet.ipynb,https://raw.githubusercontent.com/yyu/jupyter_scratchbook/d8ea51c29c2f91658053f04d44ca6a040ce6cd7a/ipyleaflet.ipynb
94983ae5176b1f60f34082e4ad13ac60cbb1121c,rs,yyu/jupyter_scratchbook,ipyleaflet.ipynb,https://raw.githubusercontent.com/yyu/jupyter_scratchbook/94983ae5176b1f60f34082e4ad13ac60cbb1121c~1/ipyleaflet.ipynb,https://raw.githubusercontent.com/yyu/jupyter_scratchbook/94983ae5176b1f60f34082e4ad13ac60cbb1121c/ipyleaflet.ipynb
ba03a28536178fa9f363fcb509b1bb46a9feb3bb,efun,simonvdberg/POC,LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/ba03a28536178fa9f363fcb509b1bb46a9feb3bb~1/LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/ba03a28536178fa9f363fcb509b1bb46a9feb3bb/LocCat.ipynb
e10a8b7f51ab7000322ef7a1f81f2488e883a87a,efun,simonvdberg/POC,LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/e10a8b7f51ab7000322ef7a1f81f2488e883a87a~1/LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/e10a8b7f51ab7000322ef7a1f81f2488e883a87a/LocCat.ipynb
e10a8b7f51ab7000322ef7a1f81f2488e883a87a,rs,simonvdberg/POC,LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/e10a8b7f51ab7000322ef7a1f81f2488e883a87a~1/LocCat.ipynb,https://raw.githubusercontent.com/simonvdberg/POC/e10a8b7f51ab7000322ef7a1f81f2488e883a87a/LocCat.ipynb
0776e86a708216a192732d61c5aa2b2fe5912b0a,efun,Petelr/ml2019,Proj2_Linear\ Classification.ipynb,https://raw.githubusercontent.com/Petelr/ml2019/0776e86a708216a192732d61c5aa2b2fe5912b0a~1/Proj2_Linear\ Classification.ipynb,https://raw.githubusercontent.com/Petelr/ml2019/0776e86a708216a192732d61c5aa2b2fe5912b0a/Proj2_Linear\ Classification.ipynb
d6aa19d190fac7c411f728796303564be565a7a8,efun,ChrisMats/MusicGAN,src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/d6aa19d190fac7c411f728796303564be565a7a8~1/src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/d6aa19d190fac7c411f728796303564be565a7a8/src/MusicGan.ipynb
b883599d8acde9ea743c1f14c0fa81f158c3ff95,efun,ChrisMats/MusicGAN,src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/b883599d8acde9ea743c1f14c0fa81f158c3ff95~1/src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/b883599d8acde9ea743c1f14c0fa81f158c3ff95/src/MusicGan.ipynb
480c37c40ee8eaa8d1eda7d49f3c685483906e28,rs,ChrisMats/MusicGAN,src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/480c37c40ee8eaa8d1eda7d49f3c685483906e28~1/src/MusicGan.ipynb,https://raw.githubusercontent.com/ChrisMats/MusicGAN/480c37c40ee8eaa8d1eda7d49f3c685483906e28/src/MusicGan.ipynb
3a44e384ef37a85d254603698627e9b9c70a3c3d,rs,KevinKrupa13/HackingChallenges,sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d~1/sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d/sorting_searching/selection_sort/selection_sort_solution.ipynb
3a44e384ef37a85d254603698627e9b9c70a3c3d,rs,KevinKrupa13/HackingChallenges,sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d~1/sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d/sorting_searching/selection_sort/selection_sort_solution.ipynb
3a44e384ef37a85d254603698627e9b9c70a3c3d,efun,KevinKrupa13/HackingChallenges,sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d~1/sorting_searching/selection_sort/selection_sort_solution.ipynb,https://raw.githubusercontent.com/KevinKrupa13/HackingChallenges/3a44e384ef37a85d254603698627e9b9c70a3c3d/sorting_searching/selection_sort/selection_sort_solution.ipynb
a34e0d5eb11491387441110bdf732947f75ae9f0,efun,aalto1/digitalepidemiology,influenza.ipynb,https://raw.githubusercontent.com/aalto1/digitalepidemiology/a34e0d5eb11491387441110bdf732947f75ae9f0~1/influenza.ipynb,https://raw.githubusercontent.com/aalto1/digitalepidemiology/a34e0d5eb11491387441110bdf732947f75ae9f0/influenza.ipynb
990c3bfeecff4fb4b8e59ccd429256a91d933578,efun,tkawchak/KaggleResearch,AutomatedModelBuilding/DataProcessing.ipynb,https://raw.githubusercontent.com/tkawchak/KaggleResearch/990c3bfeecff4fb4b8e59ccd429256a91d933578~1/AutomatedModelBuilding/DataProcessing.ipynb,https://raw.githubusercontent.com/tkawchak/KaggleResearch/990c3bfeecff4fb4b8e59ccd429256a91d933578/AutomatedModelBuilding/DataProcessing.ipynb
bc5d917bada713f5bb3c73d6d32ef2547c385013,rs,Keyrat06/Gaussian_Processes,P-Set/Gaussian\ PSet.ipynb,https://raw.githubusercontent.com/Keyrat06/Gaussian_Processes/bc5d917bada713f5bb3c73d6d32ef2547c385013~1/P-Set/Gaussian\ PSet.ipynb,https://raw.githubusercontent.com/Keyrat06/Gaussian_Processes/bc5d917bada713f5bb3c73d6d32ef2547c385013/P-Set/Gaussian\ PSet.ipynb
a4e91c44ff8c4eeb97da86de87e538de77bd8c15,t2c,Keyrat06/Gaussian_Processes,P-Set/Gaussian\ PSet.ipynb,https://raw.githubusercontent.com/Keyrat06/Gaussian_Processes/a4e91c44ff8c4eeb97da86de87e538de77bd8c15~1/P-Set/Gaussian\ PSet.ipynb,https://raw.githubusercontent.com/Keyrat06/Gaussian_Processes/a4e91c44ff8c4eeb97da86de87e538de77bd8c15/P-Set/Gaussian\ PSet.ipynb
36748ff8939c9bba5ee1fbf92eb3438feea0bf31,efun,arvindshekar07/MachineLearning,Assignement1/Ass1.ipynb,https://raw.githubusercontent.com/arvindshekar07/MachineLearning/36748ff8939c9bba5ee1fbf92eb3438feea0bf31~1/Assignement1/Ass1.ipynb,https://raw.githubusercontent.com/arvindshekar07/MachineLearning/36748ff8939c9bba5ee1fbf92eb3438feea0bf31/Assignement1/Ass1.ipynb
cb881ad98f41049cc070dcce4ce2ed423cf31a19,efun,PeteLowth/glm-utils,glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/cb881ad98f41049cc070dcce4ce2ed423cf31a19~1/glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/cb881ad98f41049cc070dcce4ce2ed423cf31a19/glm-build.ipynb
4c4da09be4c848af38dde6ae1b21a39a27f63b65,efun,PeteLowth/glm-utils,glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/4c4da09be4c848af38dde6ae1b21a39a27f63b65~1/glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/4c4da09be4c848af38dde6ae1b21a39a27f63b65/glm-build.ipynb
97422553904f600fe1eb02cee93ccf42b7640a3c,efun,PeteLowth/glm-utils,glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/97422553904f600fe1eb02cee93ccf42b7640a3c~1/glm-build.ipynb,https://raw.githubusercontent.com/PeteLowth/glm-utils/97422553904f600fe1eb02cee93ccf42b7640a3c/glm-build.ipynb
5e03c12f125c90e6e6ec4507df6fe963ed7730bf,rs,smeingast/PNICER,notebooks/pnicer.ipynb,https://raw.githubusercontent.com/smeingast/PNICER/5e03c12f125c90e6e6ec4507df6fe963ed7730bf~1/notebooks/pnicer.ipynb,https://raw.githubusercontent.com/smeingast/PNICER/5e03c12f125c90e6e6ec4507df6fe963ed7730bf/notebooks/pnicer.ipynb
0194fdc9a1f6bee00b80b6df9839245c9fc2c72c,rs,Dev-Jahn/sofcon,recomm/vectorize_tag.ipynb,https://raw.githubusercontent.com/Dev-Jahn/sofcon/0194fdc9a1f6bee00b80b6df9839245c9fc2c72c~1/recomm/vectorize_tag.ipynb,https://raw.githubusercontent.com/Dev-Jahn/sofcon/0194fdc9a1f6bee00b80b6df9839245c9fc2c72c/recomm/vectorize_tag.ipynb
5df6ffca2818599ff2ce73a19aa7e83ddf69305c,efun,juditacs/morph-segmentation,notebooks/sandbox/seq2seq_attention.ipynb,https://raw.githubusercontent.com/juditacs/morph-segmentation/5df6ffca2818599ff2ce73a19aa7e83ddf69305c~1/notebooks/sandbox/seq2seq_attention.ipynb,https://raw.githubusercontent.com/juditacs/morph-segmentation/5df6ffca2818599ff2ce73a19aa7e83ddf69305c/notebooks/sandbox/seq2seq_attention.ipynb
74c4e4d8dc68b708fbd245f3031db61d19cf4887,efun,juditacs/morph-segmentation,notebooks/sandbox/seq2seq_attention.ipynb,https://raw.githubusercontent.com/juditacs/morph-segmentation/74c4e4d8dc68b708fbd245f3031db61d19cf4887~1/notebooks/sandbox/seq2seq_attention.ipynb,https://raw.githubusercontent.com/juditacs/morph-segmentation/74c4e4d8dc68b708fbd245f3031db61d19cf4887/notebooks/sandbox/seq2seq_attention.ipynb
07987c6ca352ccc341f1a3bea17af0a6262054f3,t2c,jutanke/pak,samples/MARCOnI.ipynb,https://raw.githubusercontent.com/jutanke/pak/07987c6ca352ccc341f1a3bea17af0a6262054f3~1/samples/MARCOnI.ipynb,https://raw.githubusercontent.com/jutanke/pak/07987c6ca352ccc341f1a3bea17af0a6262054f3/samples/MARCOnI.ipynb
2a8eb871e2782e9a804acacec8ea167ebfa18aaf,efun,florisdf/hoe-zit-het,content/lessen/wiskunde/functies/grafiek/grafieken.ipynb,https://raw.githubusercontent.com/florisdf/hoe-zit-het/2a8eb871e2782e9a804acacec8ea167ebfa18aaf~1/content/lessen/wiskunde/functies/grafiek/grafieken.ipynb,https://raw.githubusercontent.com/florisdf/hoe-zit-het/2a8eb871e2782e9a804acacec8ea167ebfa18aaf/content/lessen/wiskunde/functies/grafiek/grafieken.ipynb
8a6c908d4de1fc9c2906d42588183c4e0f045222,t3c,tjwei/NDHU_AM1130,2018_Week07_Paint.ipynb,https://raw.githubusercontent.com/tjwei/NDHU_AM1130/8a6c908d4de1fc9c2906d42588183c4e0f045222~1/2018_Week07_Paint.ipynb,https://raw.githubusercontent.com/tjwei/NDHU_AM1130/8a6c908d4de1fc9c2906d42588183c4e0f045222/2018_Week07_Paint.ipynb
89270870977091439e79f255003d55de1c24a04f,efun,phys201/nsdmd,model.ipynb,https://raw.githubusercontent.com/phys201/nsdmd/89270870977091439e79f255003d55de1c24a04f~1/model.ipynb,https://raw.githubusercontent.com/phys201/nsdmd/89270870977091439e79f255003d55de1c24a04f/model.ipynb
